Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Month,Unique Category,,Unique Month,Post Appeared,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,scared,17-08-2020 16:41,GIF,technology,negative,15,Aug,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,disgust,31-08-2020 22:11,GIF,technology,negative,0,Aug,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,super love,26-09-2020 23:13,GIF,technology,positive,75,Sep,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,indifferent,06-09-2020 18:22,GIF,technology,neutral,20,Sep,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,worried,03-02-2021 04:51,GIF,technology,negative,12,Feb,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,interested,08-04-2021 00:24,GIF,technology,positive,30,Apr,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,09-08-2020 23:59,GIF,technology,positive,45,Aug,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,love,20-07-2020 17:51,GIF,technology,positive,65,Jul,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,super love,23-02-2021 04:31,GIF,technology,positive,75,Feb,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,08-10-2020 14:48,GIF,technology,positive,45,Oct,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,08-05-2021 16:38,GIF,technology,positive,45,May,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,super love,16-04-2021 01:53,GIF,technology,positive,75,Apr,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,dislike,18-12-2020 01:53,GIF,technology,negative,10,Dec,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,adore,12-10-2020 08:36,GIF,technology,positive,72,Oct,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,hate,17-01-2021 21:14,GIF,technology,negative,5,Jan,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,10-11-2020 00:49,GIF,technology,positive,45,Nov,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,disgust,17-12-2020 07:26,GIF,technology,negative,0,Dec,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,peeking,03-05-2021 20:50,GIF,technology,neutral,35,May,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,scared,21-01-2021 05:20,GIF,technology,negative,15,Jan,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,scared,01-02-2021 07:44,GIF,technology,negative,15,Feb,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,adore,20-10-2020 11:17,GIF,technology,positive,72,Oct,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,super love,20-09-2020 18:54,GIF,technology,positive,75,Sep,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,worried,07-12-2020 22:01,GIF,technology,negative,12,Dec,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,adore,14-01-2021 11:32,GIF,technology,positive,72,Jan,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,super love,12-12-2020 14:05,GIF,technology,positive,75,Dec,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,super love,01-03-2021 01:53,GIF,technology,positive,75,Mar,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,want,13-09-2020 10:19,GIF,technology,positive,70,Sep,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,peeking,02-05-2021 01:11,GIF,technology,neutral,35,May,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,interested,27-04-2021 22:15,GIF,technology,positive,30,Apr,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,cherish,06-04-2021 18:47,GIF,technology,positive,70,Apr,,,,,,,,
36bd1711-92f6-4240-8ac5-21df845abe86,super love,23-05-2021 14:14,GIF,technology,positive,75,May,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,cherish,24-08-2020 01:22,audio,culture,positive,70,Aug,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,hate,01-12-2020 22:12,audio,culture,negative,5,Dec,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,scared,21-01-2021 07:52,audio,culture,negative,15,Jan,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,hate,02-08-2020 05:14,audio,culture,negative,5,Aug,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,like,11-11-2020 17:12,audio,culture,positive,50,Nov,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,heart,07-06-2021 22:47,audio,culture,positive,60,Jun,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,cherish,27-11-2020 11:59,audio,culture,positive,70,Nov,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,scared,28-04-2021 14:31,audio,culture,negative,15,Apr,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,worried,31-12-2020 02:41,audio,culture,negative,12,Dec,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,super love,22-12-2020 12:46,audio,culture,positive,75,Dec,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,peeking,05-06-2021 12:07,audio,culture,neutral,35,Jun,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,indifferent,30-03-2021 23:59,audio,culture,neutral,20,Mar,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,cherish,25-02-2021 22:23,audio,culture,positive,70,Feb,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,scared,20-02-2021 20:50,audio,culture,negative,15,Feb,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,intrigued,15-11-2020 16:04,audio,culture,positive,45,Nov,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,cherish,27-11-2020 05:57,audio,culture,positive,70,Nov,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,adore,03-08-2020 04:51,audio,culture,positive,72,Aug,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,disgust,06-09-2020 07:07,audio,culture,negative,0,Sep,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,adore,01-09-2020 11:20,audio,culture,positive,72,Sep,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,cherish,17-09-2020 17:52,audio,culture,positive,70,Sep,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,worried,09-08-2020 16:18,audio,culture,negative,12,Aug,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,hate,02-05-2021 05:40,audio,culture,negative,5,May,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,super love,03-12-2020 07:41,audio,culture,positive,75,Dec,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,hate,06-06-2021 15:02,audio,culture,negative,5,Jun,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,intrigued,02-11-2020 17:12,audio,culture,positive,45,Nov,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,like,30-08-2020 09:30,audio,culture,positive,50,Aug,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,adore,11-02-2021 03:02,audio,culture,positive,72,Feb,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,heart,14-10-2020 13:44,audio,culture,positive,60,Oct,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,scared,18-07-2020 11:51,audio,culture,negative,15,Jul,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,interested,30-06-2020 09:14,audio,culture,positive,30,Jun,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,dislike,22-08-2020 07:52,audio,culture,negative,10,Aug,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,cherish,08-03-2021 14:46,audio,culture,positive,70,Mar,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,worried,17-04-2021 16:55,audio,culture,negative,12,Apr,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,disgust,11-01-2021 06:23,audio,culture,negative,0,Jan,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,interested,14-01-2021 20:09,audio,culture,positive,30,Jan,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,super love,24-07-2020 23:53,audio,culture,positive,75,Jul,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,dislike,19-02-2021 13:47,audio,culture,negative,10,Feb,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,heart,10-05-2021 12:11,audio,culture,positive,60,May,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,interested,21-07-2020 10:58,audio,culture,positive,30,Jul,,,,,,,,
2c9b8ec2-7eb1-47fd-891d-a5b23c019839,heart,29-09-2020 20:23,audio,culture,positive,60,Sep,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,cherish,23-06-2020 16:59,video,travel,positive,70,Jun,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,disgust,26-03-2021 20:02,video,travel,negative,0,Mar,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,intrigued,02-11-2020 04:34,video,travel,positive,45,Nov,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,dislike,29-01-2021 16:43,video,travel,negative,10,Jan,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,cherish,28-03-2021 23:28,video,travel,positive,70,Mar,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,hate,07-10-2020 23:39,video,travel,negative,5,Oct,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,interested,25-02-2021 10:26,video,travel,positive,30,Feb,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,hate,22-12-2020 17:16,video,travel,negative,5,Dec,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,indifferent,14-07-2020 23:25,video,travel,neutral,20,Jul,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,want,24-10-2020 10:15,video,travel,positive,70,Oct,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,heart,19-11-2020 14:23,video,travel,positive,60,Nov,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,heart,01-05-2021 18:42,video,travel,positive,60,May,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,scared,11-02-2021 07:51,video,travel,negative,15,Feb,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,heart,26-09-2020 20:20,video,travel,positive,60,Sep,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,indifferent,28-02-2021 20:09,video,travel,neutral,20,Feb,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,worried,17-08-2020 23:59,video,travel,negative,12,Aug,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,adore,31-01-2021 03:54,video,travel,positive,72,Jan,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,adore,26-06-2020 01:28,video,travel,positive,72,Jun,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,super love,15-10-2020 12:08,video,travel,positive,75,Oct,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,indifferent,05-02-2021 06:09,video,travel,neutral,20,Feb,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,like,09-11-2020 08:59,video,travel,positive,50,Nov,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,intrigued,28-12-2020 23:21,video,travel,positive,45,Dec,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,want,20-08-2020 21:45,video,travel,positive,70,Aug,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,cherish,27-12-2020 16:22,video,travel,positive,70,Dec,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,disgust,02-09-2020 02:55,video,travel,negative,0,Sep,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,worried,24-08-2020 09:29,video,travel,negative,12,Aug,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,hate,10-10-2020 03:03,video,travel,negative,5,Oct,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,love,02-10-2020 06:27,video,travel,positive,65,Oct,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,want,15-04-2021 01:50,video,travel,positive,70,Apr,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,interested,20-06-2020 00:40,video,travel,positive,30,Jun,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,intrigued,27-09-2020 13:16,video,travel,positive,45,Sep,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,interested,26-03-2021 03:32,video,travel,positive,30,Mar,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,adore,20-01-2021 22:14,video,travel,positive,72,Jan,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,scared,18-06-2021 04:48,video,travel,negative,15,Jun,,,,,,,,
9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,adore,15-03-2021 02:49,video,travel,positive,72,Mar,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,hate,01-09-2020 06:15,photo,tennis,negative,5,Sep,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,peeking,27-12-2020 20:53,photo,tennis,neutral,35,Dec,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,indifferent,22-12-2020 07:39,photo,tennis,neutral,20,Dec,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,intrigued,25-04-2021 10:11,photo,tennis,positive,45,Apr,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,hate,23-05-2021 23:40,photo,tennis,negative,5,May,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,love,12-07-2020 23:15,photo,tennis,positive,65,Jul,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,super love,17-12-2020 11:33,photo,tennis,positive,75,Dec,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,cherish,20-12-2020 23:44,photo,tennis,positive,70,Dec,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,heart,24-06-2020 06:55,photo,tennis,positive,60,Jun,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,scared,04-02-2021 15:04,photo,tennis,negative,15,Feb,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,disgust,07-04-2021 15:47,photo,tennis,negative,0,Apr,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,adore,11-01-2021 09:59,photo,tennis,positive,72,Jan,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,indifferent,05-10-2020 16:44,photo,tennis,neutral,20,Oct,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,adore,22-01-2021 10:07,photo,tennis,positive,72,Jan,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,intrigued,27-03-2021 08:24,photo,tennis,positive,45,Mar,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,worried,04-04-2021 00:04,photo,tennis,negative,12,Apr,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,disgust,10-01-2021 13:16,photo,tennis,negative,0,Jan,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,love,17-11-2020 03:57,photo,tennis,positive,65,Nov,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,worried,13-10-2020 16:49,photo,tennis,negative,12,Oct,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,hate,20-10-2020 05:58,photo,tennis,negative,5,Oct,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,cherish,06-08-2020 16:56,photo,tennis,positive,70,Aug,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,peeking,25-09-2020 09:21,photo,tennis,neutral,35,Sep,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,interested,05-09-2020 11:19,photo,tennis,positive,30,Sep,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,hate,28-04-2021 14:55,photo,tennis,negative,5,Apr,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,super love,15-07-2020 05:14,photo,tennis,positive,75,Jul,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,want,04-01-2021 21:57,photo,tennis,positive,70,Jan,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,dislike,14-02-2021 13:02,photo,tennis,negative,10,Feb,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,interested,25-03-2021 09:07,photo,tennis,positive,30,Mar,,,,,,,,
e1b4a0fe-5069-4765-8170-ef44ab8f102c,like,26-04-2021 06:07,photo,tennis,positive,50,Apr,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,disgust,22-09-2020 00:22,video,tennis,negative,0,Sep,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,scared,24-05-2021 05:27,video,tennis,negative,15,May,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,23-03-2021 00:47,video,tennis,negative,10,Mar,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,interested,13-10-2020 07:19,video,tennis,positive,30,Oct,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,cherish,27-05-2021 20:12,video,tennis,positive,70,May,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,22-10-2020 19:28,video,tennis,negative,10,Oct,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,super love,23-08-2020 22:32,video,tennis,positive,75,Aug,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,like,11-11-2020 02:13,video,tennis,positive,50,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,scared,10-01-2021 01:05,video,tennis,negative,15,Jan,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,hate,01-07-2020 21:07,video,tennis,negative,5,Jul,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,heart,04-11-2020 21:46,video,tennis,positive,60,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,super love,13-02-2021 22:36,video,tennis,positive,75,Feb,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,cherish,21-06-2020 03:20,video,tennis,positive,70,Jun,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,adore,25-07-2020 20:48,video,tennis,positive,72,Jul,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,cherish,16-08-2020 10:58,video,tennis,positive,70,Aug,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,cherish,31-01-2021 08:48,video,tennis,positive,70,Jan,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,peeking,29-07-2020 01:15,video,tennis,neutral,35,Jul,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,scared,24-07-2020 00:26,video,tennis,negative,15,Jul,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,want,05-04-2021 22:36,video,tennis,positive,70,Apr,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,love,08-10-2020 23:07,video,tennis,positive,65,Oct,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,cherish,11-10-2020 01:01,video,tennis,positive,70,Oct,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,adore,12-02-2021 12:50,video,tennis,positive,72,Feb,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,want,16-10-2020 16:49,video,tennis,positive,70,Oct,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,09-07-2020 22:15,video,tennis,negative,10,Jul,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,super love,27-07-2020 13:05,video,tennis,positive,75,Jul,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,interested,16-11-2020 07:35,video,tennis,positive,30,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,hate,12-04-2021 12:04,video,tennis,negative,5,Apr,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,like,10-11-2020 15:08,video,tennis,positive,50,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,like,19-09-2020 03:56,video,tennis,positive,50,Sep,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,want,25-01-2021 22:00,video,tennis,positive,70,Jan,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,intrigued,11-01-2021 01:50,video,tennis,positive,45,Jan,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,worried,18-05-2021 19:49,video,tennis,negative,12,May,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,intrigued,13-12-2020 12:52,video,tennis,positive,45,Dec,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,love,13-08-2020 05:20,video,tennis,positive,65,Aug,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,interested,25-11-2020 11:07,video,tennis,positive,30,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,scared,07-11-2020 02:47,video,tennis,negative,15,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,like,30-12-2020 15:54,video,tennis,positive,50,Dec,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,disgust,02-01-2021 22:14,video,tennis,negative,0,Jan,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,peeking,28-11-2020 18:49,video,tennis,neutral,35,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,adore,28-08-2020 09:32,video,tennis,positive,72,Aug,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,05-04-2021 01:18,video,tennis,negative,10,Apr,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,love,20-08-2020 15:49,video,tennis,positive,65,Aug,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,scared,24-12-2020 14:27,video,tennis,negative,15,Dec,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,adore,05-11-2020 21:22,video,tennis,positive,72,Nov,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,like,20-01-2021 19:08,video,tennis,positive,50,Jan,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,indifferent,26-06-2020 20:54,video,tennis,neutral,20,Jun,,,,,,,,
7c4f0389-01a5-4ea8-a643-83414441fe81,cherish,31-08-2020 09:13,video,tennis,positive,70,Aug,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,disgust,15-12-2020 22:15,photo,studying,negative,0,Dec,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,intrigued,20-02-2021 12:04,photo,studying,positive,45,Feb,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,love,25-10-2020 10:10,photo,studying,positive,65,Oct,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,heart,27-12-2020 22:32,photo,studying,positive,60,Dec,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,hate,20-06-2020 14:48,photo,studying,negative,5,Jun,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,cherish,05-02-2021 23:44,photo,studying,positive,70,Feb,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,heart,24-07-2020 00:26,photo,studying,positive,60,Jul,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,intrigued,02-10-2020 22:36,photo,studying,positive,45,Oct,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,scared,19-11-2020 21:52,photo,studying,negative,15,Nov,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,disgust,01-07-2020 17:09,photo,studying,negative,0,Jul,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,peeking,05-06-2021 12:29,photo,studying,neutral,35,Jun,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,scared,03-12-2020 18:50,photo,studying,negative,15,Dec,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,love,27-06-2020 22:47,photo,studying,positive,65,Jun,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,like,27-03-2021 00:46,photo,studying,positive,50,Mar,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,adore,30-06-2020 12:35,photo,studying,positive,72,Jun,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,heart,19-10-2020 11:51,photo,studying,positive,60,Oct,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,disgust,19-01-2021 19:15,photo,studying,negative,0,Jan,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,cherish,04-02-2021 14:58,photo,studying,positive,70,Feb,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,worried,18-04-2021 00:31,photo,studying,negative,12,Apr,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,dislike,13-06-2021 15:32,photo,studying,negative,10,Jun,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,peeking,21-12-2020 15:50,photo,studying,neutral,35,Dec,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,heart,15-08-2020 19:40,photo,studying,positive,60,Aug,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,interested,03-06-2021 05:07,photo,studying,positive,30,Jun,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,worried,22-04-2021 20:37,photo,studying,negative,12,Apr,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,super love,24-05-2021 16:34,photo,studying,positive,75,May,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,hate,25-09-2020 20:12,photo,studying,negative,5,Sep,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,love,28-12-2020 20:12,photo,studying,positive,65,Dec,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,interested,12-03-2021 04:32,photo,studying,positive,30,Mar,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,interested,17-02-2021 20:08,photo,studying,positive,30,Feb,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,love,20-04-2021 13:26,photo,studying,positive,65,Apr,,,,,,,,
584211e8-3ca9-41a7-aeea-1d308bda53fd,dislike,09-06-2021 02:03,photo,studying,negative,10,Jun,,,,,,,,
